Name,Description,Price,Rating,Images,Brand,Model Name,Screen Size,Color,CPU Model,Ram Memory Installed Size
"SAMSUNG Galaxy A54 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 128GB w/ 6.4” Fluid Display Screen, Hi Res Camera, Long Battery Life, Refined Design, US Version, 2023, Awesome Violet","Whether you’re capturing videos while out with friends or reading online, Galaxy A54 5G helps you experience the most in life. Complete with a refined design, 5G**** performance and pro-grade camera, our best Galaxy A Series phone makes enjoying your favorite movies and taking incredible pictures a breeze. Jump in and out of activities with a smartphone that is water- and dust-resistant, and confidently go throughout your day knowing your data is secured by Samsung Knox. Packed with awesome features, Galaxy A54 5G makes living your best life easier than ever before. *Measured diagonally, the screen size is 6.4"" in the full rectangle and 6.3"" accounting for the rounded corners. Actual viewable area is less due to the rounded corners and the camera cutout. **Single Take captures images and video for up to 10 seconds. ***Wall charger sold separately; use only Samsung-approved chargers and cables. To avoid injury or damage to your device, do not use incompatible, worn or damaged batteries, chargers or cables. Supports 25W charging. ****5G speeds vary and require optimal network and connection (factors include frequency, bandwidth, congestion); see carrier for availability. *****Consistent with IP67 rating, water resistant in up to 3 feet of freshwater for up to 30 minutes. Rinse residue/dry after wet. ******Private Share features require both the sender and receiver to have Galaxy mobile devices with Android 9 or later and the Private Share app. *******Visit: https://www.samsung.com/us/samsung-wallet/ ********MicroSD card sold separately.",399,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61A+wkddftL._AC_UY218_.jpg,N/A,Galaxy A54 5G,Unlocked for All Carriers,N/A,5G,128 GB
"SAMSUNG Galaxy Z Fold 4 Cell Phone, Factory Unlocked Android Smartphone, 512GB, Flex Mode, Hands Free Video, Multi Window View, Foldable Display, S Pen Compatible, US Version, 2022, Phantom Black","Unfold your world and achieve next level productivity with Samsung Galaxy Z Fold4. This is the phone that holds its own so you can do two things at once. More screen means more doing. Launch multiple apps side by side with multi-window view. Maximize your viewing pleasure by unfolding your mobile phone into a tablet sized screen. It’s strong, sleek, and sturdy. Take on your day with the most reliable folding screen technology. Talk with friends while checking off your to-do list with hands-free video chat. Use S Pen* on your Galaxy Z Fold4 with ease. Write out notes, sketch things out and get more done on the go. See your apps as big as they should be. With app display optimization, numerous apps naturally fit the edge-to-edge screen. Experience the continuity of having your Galaxy Z Fold4 and Galaxy Watch completely in sync. Fold up your Galaxy Z Fold4 and keep listening to what you love with connected Galaxy Buds. Enjoy an uninterrupted screen with an under-display selfie camera. *Compatible with S Pen Fold Edition and S Pen Pro only, sold separately. Works with main display only. **Drag and drop functionality works with select applications.","1,469",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Zzyu-Ol4L._AC_UY218_.jpg,N/A,Galaxy Z Fold4,Unlocked for All Carriers,N/A,"LTE,GSM,CDMA",512 GB
"OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7"" LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray","The OnePlus Nord N30 packs a powerful punch, combining premium specs and the power of 5G at an entry-level price. A premium 6.72” 120Hz display keeps all your content smooth & fluid. Powered by a massive 5000mAh battery & 50W SUPERVOOC Charging, the Nord N30 5G handles all your favorite content & apps without breaking a sweat. With 128GB of storage (expandable up to 1TB), you’ll have all the space you need to store your photos, videos, and favorite content. Upgrade your smartphone experience with the OnePlus Nord N30 5G today.",299,1.0 out of 5 stars,https://m.media-amazon.com/images/I/616uMtIWiiL._AC_UY218_.jpg,N/A,Nord N30,Unlocked,N/A,"5G, 4G LTE",128 GB
"Tracfone Motorola moto g Pure (2021), 32GB, Blue - Prepaid Smartphone (Locked)","Meet moto g Pure and get more of what you love. An ultra-wide view of your favorite movies, games, and video chats on a 6.5” Max Vision HD+ display. Plus, up to two days of battery life1 to keep the fun going all weekend long. And there’s more. Dual camera system. Octa-core processor. Water-repellent design2. With moto g Pure, more comes standard.",49,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71zGrrAe5NL._AC_UY218_.jpg,N/A,Moto G Pure,Tracfone,N/A,5G,32 GB
Nokia C01 Plus | Android 11 (Go Edition) | Unlocked Smartphone | 2-Day Battery | 1/32GB | 6.52-Inch Screen | Dark Blue,"Make every moment count with Nokia C01 Plus. The sharp HD+ screen makes you feel closer to your video calls and immerses you in your favourite shows, while its HDR camera and front and rear flashes capture what’s most important to you. With a snappy octa-core processor, 4G and long-lasting battery, it’ll also keep you connected all day. It also comes with Android 11 (Go Edition), which saves data and storage, while also offering better privacy and usability. Compatibility: This device is designed to work with GSM carriers. This product will not support Verizon or Verizon subsidiaries. Please confirm compatibility with your chosen carrier before purchasing. For support with SIM card or network related issues, please contact your carrier for assistance in connecting your device to the chosen compatible network. Supported Network bands: 2G: 850 / 900 / 1800 / 1900 3G: 850 / 900 / 1700(AWS) / 1900 4G/LTE: 2, 4, 5, 7, 8, 28 Charging: This product is designed to be charged using the charging adapter and charging cable that are provided in the product box. Charging this device with any other charging adapter or cable may cause device malfunction. Please observe basic safety steps when charging this device and do not charge this product with malfunctioning or damaged equipment. Current Software Version: Android 10 Bluetooth Version/Range: 4.2 – 30’ Range FAQ How can I install available updates? In many cases updating your product to the latest software version will alleviate any issues experienced. To update your device please navigate to Settings > System > System update > Check for update to check if updates are available. Follow the on screen prompts to install the latest software version if available.= How can I close an app that has stopped working? Open Settings on your phone and select Apps. Then find the app you're having issues with and select Force Stop. I want to conserve battery life. How can I activate the Power Saver mode? On your phone, open Settings, then choose and activate Battery Power Saving. Please also be aware that battery life depends on a variety of factors such as device usage frequency, application requirements, your current operating system, and cellular signal strength. How can I back up my files? Navigate to Settings > System > Backup, and switch backup on. How can I reset my smartphone's network settings? Navigate to Settings > Network & Internet > more_vert > Reset. Performing this reset may help if you're having connection issues. How do I connect my phone to my carrier network? If your Nokia phone and network are compatible, place your SIM card in the SIM card tray using the included SIM card removal tool to open the SIM tray. Once your SIM card has been inserted into the device, power on your phone and proceed through the product setup steps. If you are not able to connect to your network after finalizing the product setup, please contact your carrier support for additional assistance as every carrier has different steps to assist you in ensuring your product connects to their compatible network. How can I ensure other people hear me on my microphone? If you are experiencing microphone issues with your device and your product has a Google Assistant button, please ensure that the Google Assistant button is not stuck or dirty as this will cause the microphone to not function as intended. If the Google Assistant button is not obstructed, please ensure that there is no dirt or debris in the headphone port of your product. If the headphone port is also clear, please disable the microphone permission of the Google Assistant, by going to Settings > Apps & Notifications > Google App > Permission > Microphone > Deny. How can I turn up the volume to my speaker? First, please ensure that there is no dirt or debris in the headphone port of your product. If your headphone port is clear, please make sure that “Do Not Disturb” is not enabled. To disable this setting, navigate to Settings > Do not disturb. Make sure this is toggled off. If Do Not Disturb is off, navigate to Settings > Sounds and vibration > Volume > move the Media slider to the right to increase volume and test your speaker. If you are still not able to hear any audio, check the settings of the application that you are using from the Settings menu as many applications will have their own volume settings. Why is my phone feeling warm, closing apps or occasionally slowing down? During extended operation, the device may feel warm. In most cases, this is normal. To avoid getting too warm, the device may automatically slow down, dim display during a video call, close apps, switch off charging, and if necessary, switch itself off. If the device is not working properly, take it to the nearest authorized service facility. How do I reboot my smartphone when it’s not responding? If your phone is unresponsive, you can perform a “soft reset” by pressing the volume up key and the power button simultaneously for about 15 seconds (or until phone vibrates). Your phone should then restart momentarily. This is a safe and quick way to reboot your device without losing or erasing any data. My phone won’t charge. What should I do? First ensure the issue isn't with the power source or socket you're using - you can quickly check this by plugging your phone into a different outlet, then checking if it charges. If the socket is not the issue, try taking a closer look at the power cable or charging port on your phone, ensuring everything appears as it should. Then, try turning your phone off completely and plugging it into the socket - bear in mind if the battery is completely drained, it might take up to 2 or 3 minutes to start charging. How can I contact support? Our customer support page offers a number of ways that you can contact support. Please visit the Nokia website for further assistance. How do I fix touch sensitivity issues on my phone? Before performing any additional troubleshooting steps, please ensure that your product does not show any physical damage, has not been exposed to water, the screen is clean, and your fingers and hands are not wet or dirty. Please also remove any 3rd party screen protectors that you may have on the device as non Nokia branded screen protectors may decrease the touch sensitivity of the device. If none of these solutions resolve the issue that you are facing, please perform a hard reset back to factory settings. Please note: a hard reset will completely erase all the data, settings and content on your smartphone, returning it to the original factory settings. We strongly advise that you back up your device before a hard reset. Visit here to learn more about how to back up your smartphone remotely. To reset your smartphone and erase all its content, first make sure your phone is connected to a power source. We also recommend that your battery is at least 50% charged when you perform a hard reset. Press the volume up key and the power button simultaneously for about 30 seconds or until the root menu appears. Then choose the action you want to take from the root menu, in this case “Wipe data/factory reset”. Alternatively, you can also perform a hard reset by tapping Settings > Backup & Reset > Factory data reset > Reset phone > Erase everything.",70,3.6 out of 5 stars,https://m.media-amazon.com/images/I/61MHS-Tga4L._AC_UY218_.jpg,N/A,C01 Plus,Unlocked for All Carriers,Blue,LTE,32 GB
"Tracfone Alcatel TCL A3, 32GB, Black - Prepaid Smartphone (Locked)","The TCL A3 in Prime Black from Tracfone features a spacious 5.5” 18:9 HD+ display in a compact body, packing a lot of punch in a small frame. Take stunning photos with the 8MP rear camera with Pro mode or start a video chat with the 5MP selfie camera. Facial recognition conveniently unlocks your phone so you can stay on top of social media updates, calls, and emails. The large battery, fast processor, and ample expandable memory help you keep up with your daily multi-tasking needs. Choose a Tracfone plan with Unlimited Talk & Text with Unlimited Carryover Data* and enjoy Unbeatable coverage on America's Most Reliable Network. Tracfone utilizes the network with the most first place rankings in RootMetrics® 2H 2022 5G reliability assessments of 125 metros. Results may vary. Not an endorsement. *Service must be active and in use within any six-month period.",39,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61-fB+GkifL._AC_UY218_.jpg,N/A,TCL A3,Tracfone,N/A,4G,32 GB
"SAMSUNG Galaxy A54 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 128GB w/ 6.4” Fluid Display Screen, Hi Res Camera, Long Battery Life, Refined Design, US Version, 2023, Awesome Black","Whether you’re capturing videos while out with friends or reading online, Galaxy A54 5G helps you experience the most in life. Complete with a refined design, 5G**** performance and pro-grade camera, our best Galaxy A Series phone makes enjoying your favorite movies and taking incredible pictures a breeze. Jump in and out of activities with a smartphone that is water- and dust-resistant, and confidently go throughout your day knowing your data is secured by Samsung Knox. Packed with awesome features, Galaxy A54 5G makes living your best life easier than ever before. *Measured diagonally, the screen size is 6.4"" in the full rectangle and 6.3"" accounting for the rounded corners. Actual viewable area is less due to the rounded corners and the camera cutout. **Single Take captures images and video for up to 10 seconds. ***Wall charger sold separately; use only Samsung-approved chargers and cables. To avoid injury or damage to your device, do not use incompatible, worn or damaged batteries, chargers or cables. Supports 25W charging. ****5G speeds vary and require optimal network and connection (factors include frequency, bandwidth, congestion); see carrier for availability. *****Consistent with IP67 rating, water resistant in up to 3 feet of freshwater for up to 30 minutes. Rinse residue/dry after wet. ******Private Share features require both the sender and receiver to have Galaxy mobile devices with Android 9 or later and the Private Share app. *******Visit: https://www.samsung.com/us/samsung-wallet/ ********MicroSD card sold separately.",399,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61MEp5HIdBL._AC_UY218_.jpg,N/A,Galaxy A54 5G,Unlocked for All Carriers,N/A,5G,128 GB
Moto G Pure | 2021 | 2-Day battery | Unlocked | Made for US by Motorola | 3/32GB | 13MP Camera | Deep Indigo,Moto G Pure.,109,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61voYsPhFTL._AC_UY218_.jpg,N/A,Moto G Pure,Unlocked for All Carriers,N/A,"GSM, LTE-less",32 GB
"OnePlus 10T | Moonstone Black | 5G Unlocked Android Smartphone U.S Version | 16GB RAM+256GB Storage | 120Hz Fluid AMOLED Display | Triple Camera 50+8+2MP, 16MP | 125W SuperVOOC Charging (CPH2417)","The OnePlus 10T offers ultimate performance thanks to its combination of a powerful chipset, the largest and most powerful cooling system ever in a OnePlus smartphone, super-fast charging, and much more.",749,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71+4epVt2fL._AC_UY218_.jpg,N/A,10T 5G,Unlocked for All Carriers,Moonstone Black,5G,256 GB
Google Pixel 7a - Unlocked Android Cell Phone - Smartphone with Wide Angle Lens and 24-Hour Battery - 128 GB -  Sea with $50 Amazon Gift Card,"Order the new Google Pixel 7a today and get a $50 Amazon Gift Card on us. Valid 6/4/2023 until 6/18/2023 at 11:59pm PT, while supplies last and subject to availability.",N/A,5.0 out of 5 stars,https://m.media-amazon.com/images/I/51PiKVDvqiL._AC_UY218_.jpg,N/A,Unlocked,128 GB,N/A,Sea,"GSM, Wi-Fi, CDMA, LTE"
